Number,STATUS,A,L,D,E,F,G,H,I,B,J,K,C,M,N,DATA_ID
428,Not selected,A2,3,0,0,0,,,,,,,,,,ABD
429,Not selected,A2,3,0,0,0,,,,,,,,,,ABD
430,Not selected,A2,3,0,0,0,,,,,,,,,,ABD
431,Not selected,A1,3,0,0,0,,,,,,,,,,ABD
432,Not selected,A2,3,0,0,0,,,,,,,,,,ABD
433,Not selected,A1,3,0,0,0,,,,,,,,,,ABD
434,Not selected,A2,5,0,0,0,,,,,,,,,,ABD
435,Not selected,A1,3,0,0,0,,,,,,,,,,ABD
436,Not selected,A2,3,0,0,0,,,,,,,,,,ABD
437,Not selected,A1,3,0,0,0,,,,,,,,,,ABD
438,Not selected,A1,3,0,0,0,,,,,,,,,,ABD
439,Not selected,A1,3,0,0,0,,,,,,,,,,ABD
440,Not selected,A2,3,0,0,0,,,,,,,,,,ABD
441,Not selected,A1,3,0,0,0,,,,,,,,,,ABD
442,Not selected,A1,3,0,1,1,,,,,,,,,,ABD
443,Not selected,A1,3,0,0,0,,,,,,,,,,ABD
444,Not selected,A1,3,0,0,0,,,,,,,,,,ABD
445,Not selected,A1,3,0,0,0,,,,,,,,,,ABD
446,Not selected,A1,3,0,0,0,,,,,,,,,,ABD
447,Not selected,A2,5,0,0,0,,,,,,,,,,ABD
448,Not selected,A1,3,0,0,0,,,,,,,,,,ABD
449,Not selected,A2,3,0,0,0,,,,,,,,,,ABD
450,Not selected,A1,3,0,0,0,,,,,,,,,,ABD
451,Not selected,A1,3,0,0,0,,,,,,,,,,ABD
452,Not selected,A2,5,0,0,0,,,,,,,,,,ABD
453,Not selected,A1,5,0,0,0,,,,,,,,,,ABD
454,Not selected,A1,5,0,0,0,,,,,,,,,,ABD
455,Not selected,A1,5,0,0,0,,,,,,,,,,ABD
456,Not selected,A2,5,0,0,0,,,,,,,,,,ABD
457,Not selected,A1,5,0,0,0,,,,,,,,,,ABD
458,Not selected,A2,5,0,0,0,,,,,,,,,,ABD
459,Not selected,A1,5,0,0,0,,,,,,,,,,ABD
460,Not selected,A1,5,0,0,0,,,,,,,,,,ABD
461,Not selected,A1,5,0,0,0,,,,,,,,,,ABD
462,Not selected,A2,3,0,0,0,,,,,,,,,,ABD
463,Not selected,A2,5,0,0,0,,,,,,,,,,ABD
464,Not selected,A1,5,0,0,0,,,,,,,,,,ABD
465,Not selected,A2,5,0,0,0,,,,,,,,,,ABD
466,Not selected,A1,5,0,0,0,,,,,,,,,,ABD
467,Not selected,A1,5,0,0,0,,,,,,,,,,ABD
468,Not selected,A1,5,0,0,0,,,,,,,,,,ABD
469,Not selected,A2,3,0,0,0,,,,,,,,,,ABD
470,Not selected,A1,5,0,0,0,,,,,,,,,,ABD
471,Not selected,A2,3,0,0,0,,,,,,,,,,ABD
472,Not selected,A2,5,0,0,0,,,,,,,,,,ABD
473,Not selected,A1,5,0,0,0,,,,,,,,,,ABD
474,Not selected,A1,5,0,0,0,,,,,,,,,,ABD
475,Not selected,A1,5,0,0,0,,,,,,,,,,ABD
476,Not selected,A2,5,0,0,0,,,,,,,,,,ABD
477,Not selected,A1,5,0,0,0,,,,,,,,,,ABD
478,Not selected,A1,5,0,0,0,,,,,,,,,,ABD
479,Not selected,A2,5,0,0,0,,,,,,,,,,ABD
480,Not selected,A1,5,0,0,0,,,,,,,,,,ABD
481,Not selected,A2,5,0,0,0,,,,,,,,,,ABD
482,Not selected,A2,5,0,0,0,,,,,,,,,,ABD
483,Not selected,A2,5,0,0,0,,,,,,,,,,ABD
484,Not selected,A1,5,0,0,0,,,,,,,,,,ABD
485,Not selected,A1,5,0,0,0,,,,,,,,,,ABD
486,Not selected,A1,5,0,0,0,,,,,,,,,,ABD
487,Not selected,A2,5,0,0,0,,,,,,,,,,ABD
488,Not selected,A1,5,0,0,0,,,,,,,,,,ABD
489,Not selected,A2,5,0,0,0,,,,,,,,,,ABD
490,Not selected,A1,5,0,0,0,,,,,,,,,,ABD
491,Selected,A2,1,0,0,0,,,,,,,C1,2,,ABI
492,Selected,A1,5,0,0,0,,,,,,,C1,3,,ABI
493,Selected,A1,1,0,0,0,,,,,,,C1,1,,ABI
494,Selected,A1,2,0,0,0,,,,,,,C1,1,,ABI
495,Selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
496,Selected,A1,3,0,0,0,,,,,,,C1,4,,ABI
497,Selected,A1,2,0,0,0,,,,,,,C1,2,,ABI
498,Selected,A2,2,0,0,0,,,,,,,C1,2,,ABI
499,Selected,A1,1,0,0,0,,,,,,,C1,1,,ABI
500,Selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
501,Selected,A1,2,0,0,0,,,,,,,C1,2,,ABI
502,Selected,A2,1,0,0,0,,,,,,,C1,3,,ABI
503,Selected,A2,1,0,0,0,,,,,,,C1,2,,ABI
504,Selected,A2,2,0,0,0,,,,,,,C1,4,,ABI
505,Selected,A2,5,1,0,1,,,,,,,C1,3,,ABI
506,Selected,A1,3,0,1,1,,,,,,,C1,2,,ABI
507,Selected,A2,3,0,1,1,,,,,,,C1,4,,ABI
508,Selected,A2,2,0,1,1,,,,,,,C1,2,,ABI
509,Selected,A1,3,0,1,1,,,,,,,C1,2,,ABI
510,Selected,A1,5,0,1,1,,,,,,,C1,2,,ABI
511,Selected,A2,3,0,1,1,,,,,,,C1,2,,ABI
512,Selected,A1,3,0,1,1,,,,,,,C1,1,,ABI
513,Selected,A1,2,0,1,1,,,,,,,C1,2,,ABI
514,Selected,A2,3,0,1,1,,,,,,,C1,2,,ABI
515,Selected,A2,2,0,1,1,,,,,,,C1,4,,ABI
516,Selected,A2,2,0,1,1,,,,,,,C1,1,,ABI
517,Selected,A2,3,0,0,0,,,,,,,C2,2,,ABI
518,Selected,A1,2,0,0,0,,,,,,,C2,2,,ABI
519,Selected,A2,1,0,1,1,,,,,,,C2,2,,ABI
520,Selected,A1,3,0,1,1,,,,,,,C2,2,,ABI
521,Selected,A2,3,0,1,1,,,,,,,C2,2,,ABI
522,"Selected, dropped out",A1,5,0,0,0,,,,,,,C1,2,,ABI
523,"Selected, dropped out",A1,2,0,0,0,,,,,,,C1,2,,ABI
524,"Selected, dropped out",A1,3,1,0,1,,,,,,,C1,1,,ABI
525,"Selected, dropped out",A1,5,0,1,1,,,,,,,C1,2,,ABI
526,"Selected, dropped out",A1,2,0,1,1,,,,,,,C1,4,,ABI
527,"Selected, dropped out",A1,3,0,0,0,,,,,,,C2,2,,ABI
528,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
529,Not selected,A1,3,0,0,0,,,,,,,C1,1,,ABI
530,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
531,Not selected,A1,5,0,0,0,,,,,,,C1,2,,ABI
532,Not selected,A2,5,0,0,0,,,,,,,C1,1,,ABI
533,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
534,Not selected,A1,3,0,0,0,,,,,,,C1,4,,ABI
535,Not selected,A1,5,0,0,0,,,,,,,C1,3,,ABI
536,Not selected,A1,3,0,0,0,,,,,,,C1,3,,ABI
537,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
538,Not selected,A1,5,0,0,0,,,,,,,C1,1,,ABI
539,Not selected,A2,3,0,0,0,,,,,,,C1,2,,ABI
540,Not selected,A1,5,0,0,0,,,,,,,C1,2,,ABI
541,Not selected,A1,3,0,0,0,,,,,,,C1,4,,ABI
542,Not selected,A1,2,0,0,0,,,,,,,C1,2,,ABI
543,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
544,Not selected,A2,3,0,0,0,,,,,,,C1,4,,ABI
545,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
546,Not selected,A2,3,0,0,0,,,,,,,C1,3,,ABI
547,Not selected,A2,3,0,0,0,,,,,,,C1,1,,ABI
548,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
549,Not selected,A1,5,0,0,0,,,,,,,C1,4,,ABI
550,Not selected,A1,5,0,0,0,,,,,,,C1,2,,ABI
551,Not selected,A2,3,0,0,0,,,,,,,C1,1,,ABI
552,Not selected,A2,5,0,0,0,,,,,,,C1,1,,ABI
553,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
554,Not selected,A2,3,0,0,0,,,,,,,C1,2,,ABI
555,Not selected,A1,5,0,0,0,,,,,,,C1,1,,ABI
556,Not selected,A2,3,0,0,0,,,,,,,C1,2,,ABI
557,Not selected,A2,3,0,0,0,,,,,,,C1,1,,ABI
558,Not selected,A2,3,0,0,0,,,,,,,C1,2,,ABI
559,Not selected,A1,5,0,0,0,,,,,,,C1,4,,ABI
560,Not selected,A1,5,0,0,0,,,,,,,C1,1,,ABI
561,Not selected,A2,3,0,0,0,,,,,,,C1,2,,ABI
562,Not selected,A2,3,0,0,0,,,,,,,C1,3,,ABI
563,Not selected,A2,3,0,0,0,,,,,,,C1,4,,ABI
564,Not selected,A1,3,0,0,0,,,,,,,C1,4,,ABI
565,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
566,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
567,Not selected,A1,3,0,0,0,,,,,,,C1,3,,ABI
568,Not selected,A1,5,0,0,0,,,,,,,C1,2,,ABI
569,Not selected,A2,3,0,0,0,,,,,,,C1,3,,ABI
570,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
571,Not selected,A1,3,0,0,0,,,,,,,C1,1,,ABI
572,Not selected,A2,5,0,0,0,,,,,,,C1,2,,ABI
573,Not selected,A1,3,0,0,0,,,,,,,C1,3,,ABI
574,Not selected,A1,5,0,0,0,,,,,,,C1,4,,ABI
575,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
576,Not selected,A1,3,0,0,0,,,,,,,C1,1,,ABI
577,Not selected,A2,3,0,0,0,,,,,,,C1,2,,ABI
578,Not selected,A2,3,0,0,0,,,,,,,C1,2,,ABI
579,Not selected,A1,3,0,0,0,,,,,,,C1,3,,ABI
580,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
581,Not selected,A1,5,0,0,0,,,,,,,C1,3,,ABI
582,Not selected,A1,2,0,0,0,,,,,,,C1,3,,ABI
583,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
584,Not selected,A1,5,0,0,0,,,,,,,C1,2,,ABI
585,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
586,Not selected,A1,5,0,0,0,,,,,,,C1,4,,ABI
587,Not selected,A2,3,0,0,0,,,,,,,C1,3,,ABI
588,Not selected,A2,5,0,0,0,,,,,,,C1,2,,ABI
589,Not selected,A1,3,0,0,0,,,,,,,C1,3,,ABI
590,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
591,Not selected,A2,3,0,0,0,,,,,,,C1,2,,ABI
592,Not selected,A2,2,0,0,0,,,,,,,C1,4,,ABI
593,Not selected,A1,5,0,0,0,,,,,,,C1,1,,ABI
594,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
595,Not selected,A2,3,0,0,0,,,,,,,C1,2,,ABI
596,Not selected,A1,5,0,0,0,,,,,,,C1,2,,ABI
597,Not selected,A2,3,0,0,0,,,,,,,C1,2,,ABI
598,Not selected,A2,5,0,0,0,,,,,,,C1,2,,ABI
599,Not selected,A2,3,0,0,0,,,,,,,C1,3,,ABI
600,Not selected,A1,5,0,0,0,,,,,,,C1,1,,ABI
601,Not selected,A1,5,0,0,0,,,,,,,C1,4,,ABI
602,Not selected,A2,5,0,0,0,,,,,,,C1,2,,ABI
603,Not selected,A1,3,0,0,0,,,,,,,C1,1,,ABI
604,Not selected,A1,3,0,0,0,,,,,,,C1,4,,ABI
605,Not selected,A1,3,0,0,0,,,,,,,C1,3,,ABI
606,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
607,Not selected,A1,3,0,0,0,,,,,,,C1,3,,ABI
608,Not selected,A1,3,0,0,0,,,,,,,C1,1,,ABI
609,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
610,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
611,Not selected,A2,5,0,0,0,,,,,,,C1,3,,ABI
612,Not selected,A1,2,0,0,0,,,,,,,C1,1,,ABI
613,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
614,Not selected,A2,3,0,0,0,,,,,,,C1,2,,ABI
615,Not selected,A1,5,0,0,0,,,,,,,C1,2,,ABI
616,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
617,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
618,Not selected,A1,2,0,0,0,,,,,,,C1,3,,ABI
619,Not selected,A2,3,0,0,0,,,,,,,C1,2,,ABI
620,Not selected,A1,2,0,0,0,,,,,,,C1,1,,ABI
621,Not selected,A1,5,0,0,0,,,,,,,C1,2,,ABI
622,Not selected,A1,3,0,0,0,,,,,,,C1,1,,ABI
623,Not selected,A2,3,0,0,0,,,,,,,C1,2,,ABI
624,Not selected,A1,3,0,0,0,,,,,,,C1,1,,ABI
625,Not selected,A2,3,0,0,0,,,,,,,C1,2,,ABI
626,Not selected,A2,5,0,0,0,,,,,,,C1,2,,ABI
627,Not selected,A2,3,0,0,0,,,,,,,C1,2,,ABI
628,Not selected,A2,5,0,0,0,,,,,,,C1,3,,ABI
629,Not selected,A2,3,0,0,0,,,,,,,C1,1,,ABI
630,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
631,Not selected,A2,3,0,0,0,,,,,,,C1,1,,ABI
632,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
633,Not selected,A1,2,0,0,0,,,,,,,C1,2,,ABI
634,Not selected,A2,3,0,0,0,,,,,,,C1,2,,ABI
635,Not selected,A1,5,0,0,0,,,,,,,C1,2,,ABI
636,Not selected,A1,2,0,0,0,,,,,,,C1,1,,ABI
637,Not selected,A2,3,0,0,0,,,,,,,C1,2,,ABI
638,Not selected,A1,5,0,0,0,,,,,,,C1,2,,ABI
639,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
640,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
641,Not selected,A2,2,0,0,0,,,,,,,C1,2,,ABI
642,Not selected,A2,2,0,0,0,,,,,,,C1,1,,ABI
643,Not selected,A1,5,0,0,0,,,,,,,C1,3,,ABI
644,Not selected,A1,5,0,0,0,,,,,,,C1,2,,ABI
645,Not selected,A1,5,0,0,0,,,,,,,C1,4,,ABI
646,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
647,Not selected,A1,3,0,0,0,,,,,,,C1,2,,ABI
648,Not selected,A1,5,0,0,0,,,,,,,C1,4,,ABI
649,Not selected,A2,3,0,0,0,,,,,,,C1,2,,ABI
650,Not selected,A1,3,0,0,0,,,,,,,C1,4,,ABI
651,Not selected,A1,3,1,0,1,,,,,,,C1,2,,ABI
652,Not selected,A1,3,0,1,1,,,,,,,C1,2,,ABI
653,Not selected,A2,3,0,1,1,,,,,,,C1,2,,ABI
654,Not selected,A2,2,0,1,1,,,,,,,C1,2,,ABI
655,Not selected,A1,5,0,1,1,,,,,,,C1,2,,ABI
656,Not selected,A1,3,0,1,1,,,,,,,C1,2,,ABI
657,Not selected,A1,3,0,1,1,,,,,,,C1,2,,ABI
658,Not selected,A2,3,0,1,1,,,,,,,C1,4,,ABI
659,Not selected,A1,2,0,1,1,,,,,,,C1,2,,ABI
660,Not selected,A1,2,0,1,1,,,,,,,C1,3,,ABI
661,Not selected,A1,5,0,1,1,,,,,,,C1,3,,ABI
662,Not selected,A1,3,0,1,1,,,,,,,C1,1,,ABI
663,Not selected,A1,3,0,1,1,,,,,,,C1,2,,ABI
664,Not selected,A1,3,0,1,1,,,,,,,C1,2,,ABI
665,Not selected,A1,5,0,1,1,,,,,,,C1,1,,ABI
666,Not selected,A2,3,0,1,1,,,,,,,C1,3,,ABI
667,Not selected,A1,2,0,1,1,,,,,,,C1,2,,ABI
668,Not selected,A1,3,0,1,1,,,,,,,C1,2,,ABI
669,Not selected,A1,3,0,1,1,,,,,,,C1,2,,ABI
670,Not selected,A1,3,0,1,1,,,,,,,C1,2,,ABI
671,Not selected,A1,3,0,1,1,,,,,,,C1,4,,ABI
672,Not selected,A1,3,0,1,1,,,,,,,C1,1,,ABI
673,Not selected,A1,3,0,1,1,,,,,,,C1,2,,ABI
674,Not selected,A1,3,0,1,1,,,,,,,C1,1,,ABI
675,Not selected,A1,3,0,1,1,,,,,,,C1,1,,ABI
676,Not selected,A1,3,0,1,1,,,,,,,C1,3,,ABI
677,Not selected,A1,3,0,1,1,,,,,,,C1,2,,ABI
678,Not selected,A2,3,0,1,1,,,,,,,C1,1,,ABI
679,Not selected,A1,5,0,1,1,,,,,,,C1,1,,ABI
680,Not selected,A1,2,0,1,1,,,,,,,C1,1,,ABI
681,Not selected,A1,3,0,1,1,,,,,,,C1,2,,ABI
682,Not selected,A1,3,0,1,1,,,,,,,C1,2,,ABI
683,Not selected,A1,2,0,1,1,,,,,,,C1,2,,ABI
684,Not selected,A1,3,0,1,1,,,,,,,C1,4,,ABI
685,Not selected,A1,3,0,1,1,,,,,,,C1,3,,ABI
686,Not selected,A1,3,0,1,1,,,,,,,C1,2,,ABI
687,Not selected,A1,2,0,1,1,,,,,,,C1,2,,ABI
688,Not selected,A1,3,0,1,1,,,,,,,C1,1,,ABI
689,Not selected,A1,5,0,1,1,,,,,,,C1,2,,ABI
690,Not selected,A1,2,0,1,1,,,,,,,C1,2,,ABI
691,Not selected,A1,3,0,1,1,,,,,,,C1,3,,ABI
692,Not selected,A1,1,0,1,1,,,,,,,C1,2,,ABI
693,Not selected,A1,3,0,1,1,,,,,,,C1,2,,ABI
694,Not selected,A1,5,0,1,1,,,,,,,C1,4,,ABI
695,Not selected,A1,5,0,1,1,,,,,,,C1,2,,ABI
696,Not selected,A1,3,0,1,1,,,,,,,C1,2,,ABI
697,Not selected,A1,3,0,1,1,,,,,,,C1,3,,ABI
698,Not selected,A1,2,0,1,1,,,,,,,C1,2,,ABI
699,Not selected,A1,3,0,1,1,,,,,,,C1,2,,ABI
700,Not selected,A1,2,0,1,1,,,,,,,C1,2,,ABI
701,Not selected,A1,2,0,1,1,,,,,,,C1,1,,ABI
702,Not selected,A2,3,0,1,1,,,,,,,C1,2,,ABI
703,Not selected,A2,5,0,1,1,,,,,,,C1,3,,ABI
704,Not selected,A1,3,0,1,1,,,,,,,C1,4,,ABI
705,Not selected,A1,3,0,1,1,,,,,,,C1,2,,ABI
706,Not selected,A1,3,0,1,1,,,,,,,C1,2,,ABI
707,Not selected,A1,5,0,1,1,,,,,,,C1,2,,ABI
708,Not selected,A1,3,0,1,1,,,,,,,C1,4,,ABI
709,Not selected,A2,2,0,1,1,,,,,,,C1,2,,ABI
710,Not selected,A1,5,0,1,1,,,,,,,C1,4,,ABI
711,Not selected,A2,5,0,1,1,,,,,,,C1,2,,ABI
712,Not selected,A1,3,0,1,1,,,,,,,C1,2,,ABI
713,Not selected,A1,3,0,1,1,,,,,,,C1,2,,ABI
714,Not selected,A1,3,0,1,1,,,,,,,C1,1,,ABI
715,Not selected,A1,3,0,0,0,,,,,,,C2,2,,ABI
716,Not selected,A2,5,0,0,0,,,,,,,C2,2,,ABI
717,Not selected,A1,5,0,0,0,,,,,,,C2,2,,ABI
718,Not selected,A2,3,0,0,0,,,,,,,C2,2,,ABI
719,Not selected,A2,5,0,0,0,,,,,,,C2,2,,ABI
720,Not selected,A1,3,0,0,0,,,,,,,C2,1,,ABI
721,Not selected,A1,3,0,0,0,,,,,,,C2,2,,ABI
722,Not selected,A1,3,0,0,0,,,,,,,C2,1,,ABI
723,Not selected,A2,5,0,0,0,,,,,,,C2,2,,ABI
724,Not selected,A1,3,0,0,0,,,,,,,C2,2,,ABI
725,Not selected,A2,3,0,0,0,,,,,,,C2,3,,ABI
726,Not selected,A1,3,0,1,1,,,,,,,C2,2,,ABI
727,Not selected,A2,3,0,1,1,,,,,,,C2,2,,ABI
728,Not selected,A1,2,0,1,1,,,,,,,C2,4,,ABI
729,Not selected,A2,5,0,0,0,,,,,,,,,,ABI
730,Selected,A2,4,,,,,,,,,,,,,ABB
731,Selected,A2,3,,,,,,,,,,,,,ABB
732,Selected,A2,2,,,,,,,,,,,,,ABB
733,Selected,A1,5,,,,,,,,,,,,,ABB
734,Selected,A1,4,,,,,,,,,,,,,ABB
735,Selected,A1,2,,,,,,,,,,,,,ABB
736,Selected,A1,2,,,,,,,,,,,,,ABB
737,Selected,A1,3,,,,,,,,,,,,,ABB
738,Selected,A1,4,,,,,,,,,,,,,ABB
739,Selected,A1,5,,,,,,,,,,,,,ABB
740,Selected,A1,2,,,,,,,,,,,,,ABB
741,Selected,A1,3,,,,,,,,,,,,,ABB
742,Selected,A1,2,,,,,,,,,,,,,ABB
743,Selected,A1,2,,,,,,,,,,,,,ABB
744,Selected,A1,3,,,,,,,,,,,,,ABB
745,Selected,A2,1,,,,,,,,,,,,,ABB
746,Selected,A2,4,,,,,,,,,,,,,ABB
747,Selected,A2,3,,,,,,,,,,,,,ABB
748,Selected,A2,3,,,,,,,,,,,,,ABB
749,"Selected, dropped out",A1,4,,,,,,,,,,,,,ABB
750,"Selected, dropped out",A1,4,,,,,,,,,,,,,ABB
751,"Selected, dropped out",A1,4,,,,,,,,,,,,,ABB
752,"Selected, dropped out",A1,2,,,,,,,,,,,,,ABB
753,Not selected,A1,3,,,,,,,,,,,,,ABB
754,Not selected,A1,4,,,,,,,,,,,,,ABB
755,Not selected,A2,2,,,,,,,,,,,,,ABB
756,Not selected,A2,2,,,,,,,,,,,,,ABB
757,Not selected,A2,2,,,,,,,,,,,,,ABB
758,Not selected,A1,2,,,,,,,,,,,,,ABB
759,Not selected,A1,2,,,,,,,,,,,,,ABB
760,Not selected,A1,2,,,,,,,,,,,,,ABB
761,Not selected,A1,2,,,,,,,,,,,,,ABB
762,Not selected,A2,2,,,,,,,,,,,,,ABB
763,Not selected,A1,2,,,,,,,,,,,,,ABB
764,Not selected,A1,2,,,,,,,,,,,,,ABB
765,Not selected,A1,2,,,,,,,,,,,,,ABB
766,Not selected,A1,3,,,,,,,,,,,,,ABB
767,Not selected,A1,3,,,,,,,,,,,,,ABB
768,Not selected,A1,3,,,,,,,,,,,,,ABB
769,Not selected,A2,3,,,,,,,,,,,,,ABB
770,Not selected,A1,3,,,,,,,,,,,,,ABB
771,Not selected,A1,3,,,,,,,,,,,,,ABB
772,Not selected,A1,3,,,,,,,,,,,,,ABB
773,Not selected,A1,3,,,,,,,,,,,,,ABB
774,Not selected,A1,3,,,,,,,,,,,,,ABB
775,Not selected,A1,3,,,,,,,,,,,,,ABB
776,Not selected,A1,3,,,,,,,,,,,,,ABB
777,Not selected,A2,3,,,,,,,,,,,,,ABB
778,Not selected,A1,3,,,,,,,,,,,,,ABB
779,Not selected,A1,3,,,,,,,,,,,,,ABB
780,Not selected,A1,3,,,,,,,,,,,,,ABB
781,Not selected,A1,3,,,,,,,,,,,,,ABB
782,Not selected,A1,3,,,,,,,,,,,,,ABB
783,Not selected,A1,3,,,,,,,,,,,,,ABB
784,Not selected,A2,3,,,,,,,,,,,,,ABB
785,Not selected,A1,3,,,,,,,,,,,,,ABB
786,Not selected,A1,3,,,,,,,,,,,,,ABB
787,Not selected,A2,3,,,,,,,,,,,,,ABB
788,Not selected,A1,3,,,,,,,,,,,,,ABB
789,Not selected,A1,3,,,,,,,,,,,,,ABB
790,Not selected,A2,3,,,,,,,,,,,,,ABB
791,Not selected,A1,3,,,,,,,,,,,,,ABB
792,Not selected,A2,3,,,,,,,,,,,,,ABB
793,Not selected,A2,3,,,,,,,,,,,,,ABB
794,Not selected,A1,3,,,,,,,,,,,,,ABB
795,Not selected,A1,3,,,,,,,,,,,,,ABB
796,Not selected,A2,3,,,,,,,,,,,,,ABB
797,Not selected,A1,3,,,,,,,,,,,,,ABB
798,Not selected,A2,3,,,,,,,,,,,,,ABB
799,Not selected,A1,3,,,,,,,,,,,,,ABB
800,Not selected,A1,3,,,,,,,,,,,,,ABB
801,Not selected,A1,3,,,,,,,,,,,,,ABB
802,Not selected,A1,3,,,,,,,,,,,,,ABB
803,Not selected,A1,3,,,,,,,,,,,,,ABB
804,Not selected,A1,3,,,,,,,,,,,,,ABB
805,Not selected,A1,3,,,,,,,,,,,,,ABB
806,Not selected,A1,3,,,,,,,,,,,,,ABB
807,Not selected,A2,3,,,,,,,,,,,,,ABB
808,Not selected,A1,3,,,,,,,,,,,,,ABB
809,Not selected,A2,3,,,,,,,,,,,,,ABB
810,Not selected,A1,3,,,,,,,,,,,,,ABB
811,Not selected,A1,3,,,,,,,,,,,,,ABB
812,Not selected,A2,3,,,,,,,,,,,,,ABB
813,Not selected,A1,3,,,,,,,,,,,,,ABB
814,Not selected,A1,3,,,,,,,,,,,,,ABB
815,Not selected,A1,3,,,,,,,,,,,,,ABB
816,Not selected,A1,3,,,,,,,,,,,,,ABB
817,Not selected,A1,3,,,,,,,,,,,,,ABB
818,Not selected,A1,3,,,,,,,,,,,,,ABB
819,Not selected,A1,3,,,,,,,,,,,,,ABB
820,Not selected,A2,3,,,,,,,,,,,,,ABB
821,Not selected,A2,3,,,,,,,,,,,,,ABB
822,Not selected,A2,3,,,,,,,,,,,,,ABB
823,Not selected,A1,3,,,,,,,,,,,,,ABB
824,Not selected,A1,3,,,,,,,,,,,,,ABB
825,Not selected,A1,3,,,,,,,,,,,,,ABB
826,Not selected,A1,3,,,,,,,,,,,,,ABB
827,Not selected,A2,3,,,,,,,,,,,,,ABB
828,Not selected,A2,3,,,,,,,,,,,,,ABB
829,Not selected,A1,3,,,,,,,,,,,,,ABB
830,Not selected,A1,3,,,,,,,,,,,,,ABB
831,Not selected,A1,4,,,,,,,,,,,,,ABB
832,Not selected,A1,4,,,,,,,,,,,,,ABB
833,Not selected,A1,4,,,,,,,,,,,,,ABB
834,Not selected,A1,4,,,,,,,,,,,,,ABB
835,Not selected,A1,4,,,,,,,,,,,,,ABB
836,Not selected,A1,4,,,,,,,,,,,,,ABB
837,Not selected,A2,4,,,,,,,,,,,,,ABB
838,Not selected,A1,4,,,,,,,,,,,,,ABB
839,Not selected,A1,4,,,,,,,,,,,,,ABB
840,Not selected,A1,4,,,,,,,,,,,,,ABB
841,Not selected,A2,4,,,,,,,,,,,,,ABB
842,Not selected,A1,4,,,,,,,,,,,,,ABB
843,Not selected,A2,4,,,,,,,,,,,,,ABB
844,Not selected,A1,4,,,,,,,,,,,,,ABB
845,Not selected,A1,4,,,,,,,,,,,,,ABB
846,Not selected,A2,4,,,,,,,,,,,,,ABB
847,Not selected,A1,4,,,,,,,,,,,,,ABB
848,Not selected,A1,4,,,,,,,,,,,,,ABB
849,Not selected,A1,4,,,,,,,,,,,,,ABB
850,Not selected,A1,4,,,,,,,,,,,,,ABB
851,Not selected,A1,4,,,,,,,,,,,,,ABB
852,Not selected,A1,4,,,,,,,,,,,,,ABB
853,Not selected,A1,4,,,,,,,,,,,,,ABB
854,Not selected,A1,4,,,,,,,,,,,,,ABB
855,Not selected,A1,4,,,,,,,,,,,,,ABB
856,Not selected,A1,4,,,,,,,,,,,,,ABB
857,Not selected,A1,4,,,,,,,,,,,,,ABB
858,Not selected,A1,4,,,,,,,,,,,,,ABB
859,Not selected,A1,4,,,,,,,,,,,,,ABB
860,Not selected,A1,4,,,,,,,,,,,,,ABB
861,Not selected,A1,4,,,,,,,,,,,,,ABB
862,Not selected,A1,4,,,,,,,,,,,,,ABB
863,Not selected,A1,4,,,,,,,,,,,,,ABB
864,Not selected,A1,4,,,,,,,,,,,,,ABB
865,Not selected,A1,4,,,,,,,,,,,,,ABB
866,Not selected,A1,4,,,,,,,,,,,,,ABB
867,Not selected,A1,4,,,,,,,,,,,,,ABB
